15	26	1
20	1	1
19	6	0.78125
49	36	1
48	37	1
52	33	0.0100441944556047
51	38	1
9	31	0.133333333333333
52	34	1
21	3	0.186219739292365
22	0	0.186219739292365
23	1	0.186219739292365
70	80	0.01
30	8	1
31	9	1
28	10	1
24	14	1
25	15	1
0	22	1
6	16	1
10	28	0.01
12	26	1
16	6	1
15	25	1
20	2	1
19	5	0.78125
18	4	1
49	39	1
51	37	1
9	30	0.133333333333333
21	2	0.186219739292365
70	81	0.0443262411347518
30	9	1
28	11	1
24	15	1
25	14	1
22	1	1
23	0	1
0	23	1
6	17	1
10	29	0.01
12	27	1
16	7	1
15	24	1
20	3	1
19	4	0.769230769230769
18	5	1
49	38	1
52	35	0.0100441944556047
51	36	1
9	17	1
10	18	0.01
70	94	1
30	6	1
27	3	1
28	4	0.520833333333333
24	0	1
25	1	1
26	2	1
1	25	1
0	24	1
11	19	1
12	20	1
16	8	1
15	23	1
19	11	1
49	41	1
52	44	0.01
51	43	1
52	45	0.0162786911932281
9	16	1
10	19	0.01
11	18	1
70	95	1
30	7	1
27	2	1
28	5	1
24	1	1
25	0	1
26	3	1
0	25	1
12	21	1
16	9	1
15	22	1
19	10	1
45	52	1
49	40	1
51	42	1
52	46	0.01
9	19	1
10	16	0.0759878419452888
11	17	1
30	4	1
27	1	0.144092219020173
28	6	1
24	2	1
25	3	1
26	0	1
18	8	0.78125
1	27	1
0	26	1
6	28	1
12	22	1
16	10	1
15	21	1
19	9	1
48	42	1
51	41	1
52	47	0.0162786911932281
9	18	1
10	17	0.01
11	16	1
70	93	1
30	5	1
27	0	0.144092219020173
28	7	0.512820512820513
24	3	1
25	2	1
26	1	1
2	25	1
1	26	1
0	27	1
12	23	1
16	11	1
15	20	1
19	8	0.78125
49	42	1
48	43	1
51	40	1
9	21	0.133333333333333
70	90	1
30	2	1
27	7	1
28	0	0.144092219020173
29	1	1
24	4	1
25	5	1
26	6	1
21	9	1
2	30	1
1	29	1
6	26	1
10	22	0.155763239875389
12	16	1
16	12	0.512820512820513
15	19	1
19	15	1
45	49	1
48	44	1
52	40	0.0434782608695652
51	47	1
9	20	1
70	91	1
30	3	1
31	2	1
27	6	1
24	5	1
25	4	1
26	7	1
21	8	1
18	15	0.78125
6	27	1
11	22	1
10	23	0.0782472613458529
13	16	0.265957446808511
12	17	1
16	13	0.520833333333333
15	18	1
19	14	1
45	48	1
49	44	1
48	45	1
52	41	0.01
51	46	1
9	23	0.133333333333333
10	20	0.01
70	88	1
30	0	1
31	1	1
27	5	1
28	2	1
29	3	1
24	6	1
25	7	1
26	4	1
6	24	1
11	21	1
12	18	1
16	14	1
15	17	1
19	13	1
45	51	1
49	47	1
52	42	0.01
51	45	1
9	22	0.133333333333333
70	89	1
30	1	1
31	0	1
27	4	1
28	3	0.512820512820513
24	7	1
25	6	1
26	5	1
2	29	1
1	30	1
6	25	1
11	20	1
10	21	1
12	19	1
16	15	1
15	16	1
19	12	1
45	50	1
49	46	1
52	43	0.0316055625790139
51	44	1
9	41	0.01
10	42	1
2	34	1
42	10	0.26246719160105
37	5	1
70	102	1
30	62	0.161812297734628
31	63	0.01
27	59	1
0	32	1
15	47	1
36	4	1
46	14	1
45	13	1
48	16	1
52	20	1
51	19	1
9	40	0.01
10	43	0.0884173297966401
42	11	0.26246719160105
70	103	1
30	63	0.161812297734628
31	62	0.01
27	58	1
2	35	1
0	33	1
15	46	1
37	4	1
36	5	1
40	9	1
45	12	1
49	16	1
48	17	1
52	21	1
51	18	1
9	43	0.01
18	48	1
10	40	0.142450142450142
42	8	1
37	7	1
70	100	1
30	60	0.161812297734628
31	61	0.01
27	57	1
2	32	1
0	34	1
6	36	1
15	45	1
36	6	1
46	12	1
45	15	1
49	19	1
48	18	1
52	22	0.719424460431655
51	17	1
9	42	0.01
10	41	0.0178062678062678
2	33	1
42	9	1
37	6	1
70	101	1
30	61	0.161812297734628
27	56	1
0	35	1
15	44	1
36	7	1
40	11	1
46	13	1
45	14	1
49	18	1
48	19	1
52	23	0.0620732464307883
51	16	1
9	45	0.01
10	46	0.0886524822695035
70	98	1
30	58	0.161812297734628
32	4	1
27	63	1
1	37	1
6	34	1
15	43	1
38	2	1
37	1	1
36	0	1
40	12	1
42	14	1
46	10	1
45	9	1
49	21	1
53	17	1
52	16	1
51	23	1
9	44	0.01
10	47	0.01
70	99	1
30	59	0.161812297734628
31	58	0.01
32	5	1
27	62	1
18	55	1
2	39	1
6	35	1
15	42	1
37	0	1
36	1	1
40	13	1
42	15	1
47	10	1
46	11	1
45	8	1
49	20	1
52	17	0.168067226890756
51	22	1
9	47	0.01
10	44	0.0886524822695035
32	6	0.186219739292365
70	96	1
30	56	1
27	61	1
2	36	1
1	39	1
15	41	1
38	0	1
37	3	1
36	2	1
40	14	1
39	1	0.26525198938992
42	12	1
47	9	1
46	8	1
45	11	1
49	23	1
52	18	1
51	21	1
9	46	0.01
10	45	0.0443262411347518
32	7	0.186567164179104
70	97	1
30	57	0.161812297734628
27	60	1
25	62	1
2	37	1
1	38	1
6	33	1
15	40	1
38	1	1
37	2	1
36	3	1
39	0	0.26525198938992
42	13	1
47	8	1
46	9	1
45	10	1
49	22	1
52	19	0.980392156862745
51	20	1
9	33	0.01
32	8	1
10	34	0.0666666666666667
1	41	1
43	3	0.245098039215686
58	18	0.01
30	54	1
27	51	1
18	58	1
2	42	1
12	36	0.265957446808511
15	39	1
37	13	1
36	12	1
40	0	1
42	2	0.114155251141553
47	7	1
46	6	1
45	5	1
50	26	1
49	25	1
48	24	1
52	28	0.01
51	27	1
9	32	0.01
10	35	0.01
1	40	1
43	2	1
58	19	0.01
30	55	1
32	9	1
27	50	1
18	59	1
2	43	1
12	37	0.265957446808511
15	38	1
36	13	1
41	0	0.26525198938992
40	1	1
42	3	0.114155251141553
47	6	1
46	7	1
45	4	1
50	27	1
49	24	1
48	25	1
52	29	0.01
51	26	1
9	35	0.01
50	24	1
10	32	1
58	16	0.0664893617021277
30	52	1
32	10	0.01
27	49	1
18	56	1
2	40	1
15	37	0.520833333333333
36	14	1
40	2	0.26525198938992
42	0	1
47	5	1
46	4	1
45	7	1
49	27	1
48	26	1
52	30	0.01
51	25	1
9	34	0.01
10	33	0.132802124833997
52	31	0.202839756592292
1	42	1
58	17	0.132978723404255
30	53	1
32	11	0.01
27	48	1
18	57	1
2	41	1
15	36	0.520833333333333
36	15	1
40	3	0.26525198938992
43	0	0.114155251141553
42	1	1
47	4	1
46	5	1
45	6	1
50	25	1
48	27	1
51	24	1
9	37	0.01
10	38	0.01
1	45	1
58	22	0.01
30	50	1
31	51	0.01
32	12	0.0161134386077989
27	55	1
2	46	1
12	32	1
15	35	0.520833333333333
36	8	1
40	4	0.26525198938992
44	0	0.114155251141553
47	3	1
46	2	1
45	1	1
49	29	1
48	28	1
52	24	1
51	31	1
9	36	0.01
10	39	0.01
2	47	1
44	1	0.26246719160105
37	8	1
1	44	1
58	23	0.265957446808511
30	51	1
31	50	0.01
32	13	0.01
27	54	1
12	33	1
15	34	0.520833333333333
36	9	1
40	5	0.265957446808511
47	2	1
46	3	1
45	0	1
50	31	1
48	29	1
52	25	1
51	30	1
9	39	0.01
10	36	0.01
58	20	0.01
30	48	1
31	49	0.01
32	14	0.01
27	53	1
18	60	1
1	47	1
12	34	1
15	33	1
36	10	1
44	2	1
42	4	0.114155251141553
47	1	1
46	0	1
45	3	1
49	31	1
52	26	1
51	29	1
9	38	0.01
10	37	0.01
1	46	1
58	21	0.01
30	49	1
31	48	0.01
32	15	0.01
27	52	1
2	45	1
12	35	1
15	32	1
36	11	1
44	3	1
43	4	1
42	5	0.114155251141553
47	0	1
46	1	1
45	2	1
52	27	1
51	28	1
10	58	0.384615384615385
9	57	0.01
36	20	1
2	50	1
59	11	1
30	46	1
31	47	0.01
27	43	1
18	34	1
1	49	1
16	32	1
15	63	0.265957446808511
37	21	1
45	29	1
49	1	1
48	0	1
53	5	0.0316055625790139
52	4	1
51	3	1
9	56	0.01
10	59	1
36	21	1
2	51	1
59	10	1
30	47	1
31	46	0.01
27	42	1
18	35	1
1	48	1
15	62	0.265957446808511
46	31	1
45	28	1
49	0	1
48	1	1
53	4	0.0434782608695652
52	5	1
51	2	1
53	7	0.0162786911932281
10	56	0.01
9	59	0.01
2	48	1
36	22	1
30	44	1
31	45	0.01
27	41	1
18	32	1
1	51	1
15	61	0.265957446808511
46	28	1
45	31	1
48	2	1
52	6	1
51	1	1
53	6	0.0162786911932281
10	57	1
9	58	0.01
36	23	1
2	49	1
30	45	1
31	44	0.0161134386077989
27	40	1
18	33	1
15	60	0.265957446808511
37	22	1
46	29	1
45	30	1
49	2	1
48	3	1
52	7	1
51	0	1
9	61	0.01
10	62	0.01
36	16	1
30	42	1
31	43	0.01
32	20	0.01
27	47	1
28	40	1
18	38	1
2	54	1
1	53	1
15	59	0.265957446808511
46	26	1
45	25	1
48	4	1
53	1	1
52	0	1
51	7	1
9	60	0.01
10	63	0.01
36	17	1
30	43	1
31	42	0.01
32	21	1
27	46	1
18	39	1
2	55	1
1	52	1
15	58	0.265957446808511
37	16	1
46	27	1
45	24	1
49	4	1
48	5	1
53	0	1
52	1	1
51	6	1
9	63	0.01
53	3	1
10	60	0.155763239875389
36	18	1
2	52	1
59	13	1
30	40	1
31	41	0.01
27	45	1
18	36	1
1	55	1
15	57	0.265957446808511
46	24	1
45	27	1
48	6	1
52	2	1
51	5	1
9	62	0.01
10	61	0.0782472613458529
53	2	0.202839756592292
36	19	1
59	12	1
30	41	1
31	40	0.01
27	44	1
28	43	1
18	37	1
1	54	1
15	56	0.265957446808511
46	25	1
45	26	1
49	6	1
48	7	1
52	3	1
51	4	1
9	49	0.01
10	50	0.01
0	56	1
69	125	1
60	4	1
57	1	0.265957446808511
59	3	0.01
30	38	1
31	39	0.01
27	35	1
28	36	1
18	42	1
2	58	1
15	55	0.265957446808511
46	22	1
45	21	1
48	8	1
53	13	0.01
52	12	0.980392156862745
51	11	1
9	48	0.01
10	51	0.0886524822695035
0	57	1
69	124	1
60	5	1
57	0	0.265957446808511
59	2	0.0886524822695035
30	39	1
31	38	0.01
27	34	1
28	37	1
18	43	1
1	56	1
15	54	0.265957446808511
46	23	1
45	20	1
49	8	1
48	9	1
53	12	0.01
52	13	1
51	10	1
9	51	0.01
10	48	0.01
0	58	1
69	127	1
60	6	1
58	0	0.265957446808511
30	36	1
31	37	0.01
27	33	1
28	38	1
18	40	1
2	56	1
1	59	1
15	53	0.265957446808511
36	30	1
46	20	1
45	23	1
50	8	1
52	14	1
51	9	1
9	50	0.01
10	49	0.01
0	59	1
69	126	1
60	7	1
30	37	1
31	36	0.01
27	32	1
28	39	1
18	41	1
1	58	1
15	52	0.265957446808511
36	31	1
46	21	1
45	22	1
49	10	1
52	15	0.161812297734628
51	8	1
10	54	0.01
9	53	0.01
53	9	0.130378096479791
0	60	1
36	24	1
60	0	1
61	1	1
30	34	1
31	35	0.01
27	39	1
28	32	1
18	46	1
15	51	1
37	25	1
46	18	1
52	8	1
51	15	1
10	55	0.16025641025641
9	52	0.01
18	47	1
0	61	1
36	25	1
63	2	1
60	1	1
61	0	1
30	35	1
31	34	1
32	29	1
27	38	1
28	33	1
2	63	1
1	60	1
15	50	1
46	19	1
49	12	1
53	8	0.01
52	9	1
51	14	1
10	52	0.036231884057971
9	55	0.01
31	33	1
0	62	1
36	26	1
63	1	1
60	2	1
61	3	1
62	0	1
30	32	1
27	37	1
18	44	1
15	49	0.26525198938992
37	27	1
46	16	1
45	19	1
48	14	1
53	11	0.01
52	10	1
51	13	1
10	53	0.01
9	54	0.01
36	27	1
63	0	1
60	3	1
61	2	1
62	1	1
30	33	1
31	32	0.01
27	36	1
28	35	1
18	45	1
15	48	0.26525198938992
37	26	1
46	17	1
45	18	1
49	14	1
48	15	1
53	10	0.0102030405060708
52	11	1
51	12	1
9	73	0.01
10	74	0.01
66	2	1
69	5	1
70	6	1
71	7	1
67	3	0.0162048290390536
30	94	1
27	91	1
25	89	1
2	66	1
15	79	0.0886524822695035
51	115	1
9	72	0.01
10	75	1
66	3	1
69	4	1
70	7	1
30	95	1
27	90	1
25	88	1
2	67	1
15	78	0.0886524822695035
49	112	1
51	114	1
9	75	0.133333333333333
10	72	0.02710027100271
69	7	1
70	4	1
71	5	1
66	0	0.0162048290390536
30	92	1
27	89	1
25	91	1
2	64	1
15	77	0.0886524822695035
51	113	1
9	74	0.01
10	73	0.01
69	6	1
70	5	1
71	4	1
66	1	0.0162048290390536
67	0	0.0162048290390536
65	2	0.0885739592559787
30	93	1
27	88	1
25	90	1
2	65	1
15	76	0.0886524822695035
48	115	1
51	112	1
9	77	0.133333333333333
10	78	1
66	6	1
68	0	1
69	1	1
70	2	1
30	90	1
27	95	1
15	75	0.0886524822695035
48	116	1
51	119	1
9	76	0.133333333333333
10	79	1
66	7	1
69	0	1
70	3	1
30	91	1
27	94	1
25	92	1
15	74	0.0886524822695035
48	117	1
51	118	1
9	79	0.133333333333333
10	76	0.231481481481481
66	4	1
67	5	1
68	2	1
69	3	1
70	0	1
71	1	1
30	88	1
27	93	1
2	68	1
15	73	0.0886524822695035
48	118	1
51	117	1
9	78	0.133333333333333
66	5	1
67	4	1
69	2	1
70	1	1
71	0	1
30	89	1
27	92	1
2	69	1
10	77	1
15	72	0.0886524822695035
48	119	1
51	116	1
9	65	0.01
10	66	0.01
66	10	1
67	11	1
69	13	1
70	14	1
30	86	1
27	83	1
15	71	0.0886524822695035
48	120	1
51	123	1
9	64	0.01
10	67	0.01
66	11	1
67	10	1
69	12	1
70	15	1
30	87	1
27	82	1
15	70	0.265957446808511
48	121	1
51	122	1
9	67	0.01
10	64	0.01
66	8	1
67	9	1
74	0	1
69	15	1
70	12	1
71	13	1
30	84	1
27	81	1
25	83	1
15	69	0.265957446808511
48	122	1
51	121	1
9	66	0.01
10	65	0.01
66	9	1
74	1	1
69	14	1
70	13	1
71	12	1
30	85	1
27	80	1
15	68	0.265957446808511
48	123	1
51	120	1
9	69	0.01
10	70	0.01
69	9	1
71	11	1
30	82	1
27	87	1
25	85	1
15	67	0.265957446808511
49	125	1
48	124	1
51	127	1
9	68	0.01
10	71	0.134952766531714
69	8	1
70	11	1
71	10	1
30	83	1
27	86	1
25	84	1
15	66	0.265957446808511
48	125	1
51	126	1
9	71	0.01
10	68	0.01
66	12	1
67	13	1
69	11	1
70	8	1
30	80	1
27	85	1
25	87	1
15	65	0.265957446808511
49	127	1
48	126	1
51	125	1
9	70	0.01
10	69	0.0191901746305891
69	10	1
70	9	1
71	8	1
30	81	1
27	84	1
15	64	0.265957446808511
48	127	1
51	124	1
49	97	1
9	89	1
69	21	1
70	22	1
30	78	1
27	75	0.28735632183908
25	73	1
10	90	1
15	95	0.01
48	96	1
51	99	0.191570881226054
66	19	1
9	88	1
69	20	1
70	23	1
30	79	1
27	74	0.28735632183908
25	72	1
10	91	1
15	94	0.01
48	97	1
51	98	0.191570881226054
49	99	1
10	88	1
9	91	1
69	23	1
58	104	1
30	76	1
27	73	1
25	75	1
15	93	0.01
51	97	0.191570881226054
9	90	1
69	22	1
58	105	1
30	77	1
27	72	1
25	74	1
10	89	1
15	92	0.01
51	96	0.191570881226054
66	22	1
9	93	1
69	17	1
30	74	0.191570881226054
27	79	1
10	94	0.925925925925926
15	91	0.265957446808511
51	103	1
49	100	1
66	23	1
9	92	1
69	16	1
30	75	1
27	78	0.28735632183908
15	90	0.265957446808511
51	102	1
66	20	1
9	95	1
69	19	1
70	16	1
30	72	0.191570881226054
27	77	0.28735632183908
10	92	1
15	89	0.265957446808511
48	102	1
51	101	0.191570881226054
49	102	1
66	21	1
9	94	1
69	18	1
30	73	0.191570881226054
27	76	0.28735632183908
10	93	1
15	88	0.265957446808511
48	103	1
51	100	0.191570881226054
9	81	0.133333333333333
66	26	1
69	29	1
30	70	0.191570881226054
27	67	1
25	65	1
10	82	1
15	87	0.265957446808511
49	105	1
48	104	1
51	107	1
9	80	0.133333333333333
66	27	1
69	28	1
70	31	1
30	71	0.191570881226054
27	66	1
25	64	1
10	83	1
15	86	0.265957446808511
49	104	1
48	105	1
51	106	1
9	83	0.133333333333333
25	67	1
66	24	1
69	31	1
70	28	1
30	68	0.191570881226054
27	65	1
10	80	1
15	85	0.265957446808511
49	107	1
48	106	1
51	105	1
9	82	0.133333333333333
66	25	1
69	30	1
70	29	1
30	69	0.191570881226054
27	64	1
25	66	1
10	81	1
15	84	0.265957446808511
49	106	1
48	107	1
51	104	1
9	85	1
69	25	1
70	26	0.0442086648983201
30	66	0.191570881226054
27	71	1
25	69	1
10	86	1
15	83	0.265957446808511
49	109	1
48	108	1
51	111	1
9	84	1
69	24	1
58	103	1
30	67	0.191570881226054
27	70	1
25	68	1
10	87	1
15	82	0.265957446808511
49	108	1
48	109	1
51	110	1
9	87	1
66	28	1
69	27	1
70	24	1
30	64	0.161812297734628
31	65	1
27	69	1
25	71	1
10	84	1
15	81	0.265957446808511
49	111	1
48	110	1
51	109	1
9	86	1
66	29	1
10	85	1
69	26	1
70	25	1
30	65	0.161812297734628
27	68	1
25	70	1
15	80	0.265957446808511
49	110	1
51	108	1
10	106	1
9	105	1
69	37	1
30	126	1
27	123	1
15	111	0.01
49	81	1
48	80	1
51	83	0.161812297734628
9	104	1
10	107	1
69	36	1
70	39	1
30	127	1
27	122	1
15	110	0.01
48	81	1
52	85	1
51	82	0.161812297734628
9	107	1
70	36	1
30	124	1
27	121	1
15	109	0.01
49	83	0.512820512820513
48	82	1
51	81	0.161812297734628
9	106	1
69	38	1
30	125	1
27	120	1
15	108	0.01
49	82	1
48	83	1
51	80	0.161812297734628
10	110	1
9	109	1
69	33	1
70	34	1
30	122	0.191570881226054
27	127	1
15	107	0.01
48	84	1
51	87	0.161812297734628
10	111	1
9	108	1
69	32	1
30	123	0.191570881226054
27	126	1
15	106	0.01
49	84	0.520833333333333
48	85	1
51	86	0.161812297734628
10	108	1
69	35	1
70	32	1
30	120	0.191570881226054
27	125	1
15	105	0.01
48	86	1
51	85	0.161812297734628
69	34	1
70	33	1
30	121	0.191570881226054
27	124	1
10	109	1
15	104	0.01
48	87	1
51	84	0.161812297734628
9	97	1
69	45	1
30	118	0.191570881226054
27	115	1
15	103	0.01
49	89	0.520833333333333
48	88	1
51	91	0.191570881226054
9	96	1
69	44	1
30	119	0.191570881226054
27	114	1
15	102	0.01
48	89	1
51	90	0.161812297734628
9	99	1
30	116	0.191570881226054
27	113	1
15	101	0.01
49	91	1
51	89	0.161812297734628
49	90	1
9	98	1
69	46	1
30	117	0.191570881226054
0	107	1
15	100	0.01
51	88	0.161812297734628
10	102	1
9	101	1
30	114	0.191570881226054
27	119	1
0	108	1
15	99	0.01
49	93	1
51	95	0.191570881226054
10	103	1
9	100	1
30	115	0.191570881226054
27	118	1
0	109	1
15	98	0.01
51	94	0.191570881226054
49	95	1
9	103	1
70	40	1
30	112	1
27	117	1
0	110	1
15	97	0.01
48	94	1
51	93	0.191570881226054
9	102	1
70	41	1
30	113	0.191570881226054
27	116	1
10	101	1
0	111	1
15	96	0.01
49	94	1
48	95	1
51	92	0.191570881226054
69	53	1
30	110	1
0	112	1
15	127	0.01
49	65	1
52	68	0.01
51	67	1
69	52	1
30	111	1
0	113	1
15	126	0.0886524822695035
49	64	1
52	69	0.01
51	66	1
50	64	1
69	55	1
30	108	1
15	125	0.0886524822695035
49	67	0.28735632183908
48	66	1
52	70	0.01
51	65	1
69	54	1
30	109	1
15	124	0.0886524822695035
50	65	1
49	66	0.284090909090909
48	67	1
52	71	0.01
51	64	1
30	106	1
15	123	0.0886524822695035
49	69	1
48	68	1
52	64	0.01
51	71	1
49	68	1
30	107	1
31	106	1
15	122	0.0886524822695035
50	71	1
48	69	1
52	65	0.01
51	70	1
50	68	0.200400801603206
30	104	1
15	121	0.0886524822695035
49	71	1
52	66	0.01
51	69	1
30	105	1
15	120	0.0886524822695035
49	70	1
52	67	0.01
51	68	1
30	102	1
27	99	1
10	114	1
15	119	0.01
49	73	1
51	75	1
69	60	1
30	103	1
27	98	1
15	118	0.01
49	72	1
51	74	1
30	100	1
27	97	1
10	112	1
15	117	0.01
48	74	1
51	73	1
30	101	1
27	96	1
10	113	1
15	116	0.01
49	74	1
48	75	1
51	72	1
69	57	1
30	98	1
15	115	0.01
48	76	1
52	72	0.01
51	79	1
69	56	1
30	99	1
0	125	1
15	114	0.01
49	76	1
48	77	1
52	73	0.01
51	78	1
69	59	1
30	96	1
10	116	1
0	126	1
15	113	0.01
49	79	1
48	78	1
52	74	0.01
51	77	1
69	58	1
30	97	1
27	100	1
0	127	1
15	112	0.01
49	78	1
48	79	1
51	76	1
69	197	1
57	185	0.01
30	158	1
27	155	1
0	128	1
15	143	0.01
49	177	1
51	179	1
69	196	1
57	184	0.01
30	159	1
27	154	1
0	129	1
15	142	0.01
49	176	1
51	178	1
69	199	1
57	187	0.01
30	156	1
27	153	1
0	130	1
15	141	0.01
51	177	1
69	198	1
57	186	0.01
30	157	1
27	152	1
0	131	1
15	140	0.01
49	178	1
48	179	1
51	176	1
69	193	1
57	189	0.01
30	154	1
27	159	1
0	132	1
15	139	0.01
48	180	1
51	183	1
69	192	1
57	188	0.01
30	155	1
27	158	1
0	133	1
15	138	0.01
48	181	1
51	182	1
69	195	1
57	191	0.01
30	152	1
27	157	1
15	137	0.01
48	182	1
51	181	1
69	194	1
57	190	0.01
30	153	1
27	156	1
15	136	0.01
49	182	1
48	183	1
51	180	1
69	205	1
